case_number,category_id,location_id,occurred_at,reported_at,description,mo_tags,status,priority,progress,assigned_officer_id,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
CR-2026-DET-230,e8dd85a6-421f-452c-811a-c3bed4e9a18b,271adc05-a0ac-410d-be2b-33fba2ee0a3e,2025-11-29 02:40:00,2025-11-29 04:25:00,"Theft & Burglaries reported at KR Puram Transit Corridor, Bengaluru Urban","fake customer care portal, OTP interception, remote access app",appealed,medium,76,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,76745a3e-3688-4601-97c6-aa5c46fc5f4f,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-070,019ae936-623e-4279-8981-d5b369e400f3,03b9d756-8425-4ffb-b5a2-04eb70a3d54d,2024-08-06 20:50:00,2024-08-07 00:20:00,"Domestic Violence reported at Channapatna Bus Stand, Ramanagara","cash-only transactions, phishing URL SMS, electronic surveillance evasion",closed,high,100,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,77b3a3a6-bd76-4f25-90f1-c1bb6290cc98,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-188,537eee7f-7c4d-415e-b9be-792c02658f23,8ca968cd-085f-4ed9-a02e-90b26d1f329a,2025-07-28 21:55:00,2025-07-29 02:50:00,"Property Disputes reported at Hubli Traffic Island, Dharwad","highway cargo truck hijacking, driver assault, remote warehouse offload",investigating,high,51,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,780d8fe8-4bdb-44c4-bdac-3380802011ff,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-042,537eee7f-7c4d-415e-b9be-792c02658f23,e64fc5b2-4ce1-4c28-b5c3-8a24843777c5,2024-05-12 08:40:00,2024-05-12 10:20:00,"Property Disputes reported at Betageri Cross, Gadag","distillery raid, illicit arrac transport, unbranded glass bottles",closed,medium,100,b19d0b00-458c-4d08-b530-342a4d4f368b,demo,,,,78185305-270e-4b64-b9b5-7cc36b5b6333,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-267,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,aee07501-43c6-40b9-8cad-266365912cc2,2026-03-22 22:30:00,2026-03-23 02:00:00,"Smuggling & Excise Violations reported at Chamarajanagar Town, Chamarajanagar",coordinated group activity,appealed,critical,11,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,demo,,,,78ff1be6-ebd4-4dfc-b678-cb3e3740ba69,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DWD-001,e8dd85a6-421f-452c-811a-c3bed4e9a18b,1c7e41d2-86d7-41f1-8877-d22fd4eb2a6b,2026-07-25 21:15:00,2026-07-26 02:00:00,"Theft & Burglaries reported at Dharwad Market Yard, Dharwad",market yard attempted theft,closed,low,100,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,79dc196d-dd74-4350-a5fe-7b2e8dee41de,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-053,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,8534693e-6e1d-4a29-aeae-e35baf000f0a,2024-06-15 03:15:00,2024-06-15 07:50:00,"Smuggling & Excise Violations reported at Bagalkote Main Road, Bagalkote","forest boundary timber smuggling, midnight log transport",closed,critical,100,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,demo,,,,7b660d9b-3286-4596-aba2-a065493d3053,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-045,e8dd85a6-421f-452c-811a-c3bed4e9a18b,af5fa199-cce9-4618-b574-e182e434dd6f,2024-05-23 02:55:00,2024-05-23 07:25:00,"Theft & Burglaries reported at Homnabad Cross, Bidar","distillery raid, illicit arrac transport, unbranded glass bottles",open,medium,29,2fd383db-cd0b-4cca-9161-74533c0a3647,demo,,,,7b9f348a-37c0-40e8-89f9-9349f0de34ee,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-318,b832740f-0285-496a-8ae7-c0ba3fce708b,25e8655a-f500-4610-ba59-751d5d20a246,2026-08-21 01:45:00,2026-08-21 04:25:00,"Narcotics Smuggling Services reported at Devanahalli Checkpost, Bengaluru Rural","night riverbed extraction, forged transit permit, heavy excavator used",investigating,high,76,f4d572c8-e03b-4fe6-ac9e-c227c2dd9d4c,demo,,,,7bd6b47f-e7d7-4b39-9230-8834d9114d12,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-UDP-001,e8dd85a6-421f-452c-811a-c3bed4e9a18b,97c577f1-e34f-4af8-8d26-4aa6cef67b53,2026-08-13 21:30:00,2026-08-14 01:00:00,"Theft & Burglaries reported at Udupi Krishna Math Road, Udupi","temple treasury theft, inner sanctum access",investigating,high,40,59c075bd-c5d7-48bc-b115-91f5b0d2cf7b,demo,,,,7beda5c5-9a29-4e56-ae71-d0abc7620804,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-KLB-001,537eee7f-7c4d-415e-b9be-792c02658f23,a4bedd52-a3dc-4a90-8569-dca5662935e5,2026-08-14 13:05:00,2026-08-14 15:45:00,"Property Disputes reported at Chowk Survey Layout, Kalaburagi","survey intimidation, prior offender density",closed,low,100,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,7c9faae7-56b8-4e72-bb86-48c80986d689,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-277,019ae936-623e-4279-8981-d5b369e400f3,8ceccb58-8b23-43f4-8675-a91354ac86bf,2026-04-21 18:50:00,2026-04-21 21:55:00,"Domestic Violence reported at Kadur Junction, Chikkamagaluru","coordinated group activity, electronic surveillance evasion, warehouse hideout used",open,medium,18,ca5236a4-32f9-4a78-8e38-29bb36d03874,demo,,,,7ce4d244-d2cf-4f7e-9c62-341bfc29df4f,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-289,537eee7f-7c4d-415e-b9be-792c02658f23,3733d8bd-c340-422a-b303-10f2e7871b5b,2026-05-25 14:50:00,2026-05-25 18:10:00,"Property Disputes reported at Camp Area Patrol, Belagavi",modified vehicle plates,investigating,medium,55,31d37711-b1aa-44be-b8fd-c1a4355577d9,demo,,,,7e0575ff-38a6-4530-adb1-3abbdf59260e,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-299,b832740f-0285-496a-8ae7-c0ba3fce708b,0981e5d1-2018-463a-8b8a-1e5fdcf2506b,2026-06-25 00:40:00,2026-06-25 02:20:00,"Narcotics Smuggling Services reported at Tumkuru Industrial Road, Tumkuru",darknet forum coordination,unsolved,medium,26,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,7e2bb549-4e67-48fe-ba6a-8c2d44e35f11,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-UKN-001,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,2c06e756-6fb1-4a05-8b94-d5ba3ead5d65,2026-08-16 23:15:00,2026-08-17 04:05:00,"Smuggling & Excise Violations reported at Karwar Port Road, Uttara Kannada",coastal smuggling of electronics via fishing boats,open,high,30,8e38105b-15a3-48cb-8fe4-88a34542ccfa,demo,,,,7f993f6b-7b3d-459b-99c6-d0b8602e8e13,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-174,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,10bd2f3d-caec-4202-8ed8-5efd2c067854,2025-06-12 22:10:00,2025-06-13 01:50:00,"Smuggling & Excise Violations reported at Kolar Gold Fields Road, Kolar","distillery raid, illicit arrac transport, unbranded glass bottles",open,low,31,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,7fecd226-94e1-4f58-899c-b5af56418aa6,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-MNG-001,b832740f-0285-496a-8ae7-c0ba3fce708b,16f21049-399e-4ccc-bbb9-a42983811b9c,2026-08-25 22:30:00,2026-08-26 02:00:00,"Narcotics Smuggling Services reported at Harbor Gate A, Dakshina Kannada",synthetic MDMA harbor handoff,open,critical,15,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,804aaae9-fb24-404f-9a1e-169b2ed82cd1,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-098,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,0981e5d1-2018-463a-8b8a-1e5fdcf2506b,2024-10-27 01:05:00,2024-10-27 03:05:00,"Smuggling & Excise Violations reported at Tumkuru Industrial Road, Tumkuru",fake identity documents,unsolved,medium,52,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,819c1e7f-8395-49d6-acfa-a99492ad4e04,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-245,7da8b3f7-e772-4580-b901-3beb7e65454c,d9061461-6426-4fd4-861a-d5528957c9c3,2026-01-13 18:55:00,2026-01-13 23:35:00,"Cyber Crime & Online Fraud reported at Vijayapura Fort Area, Vijayapura","electronic surveillance evasion, cash-only transactions",appealed,high,55,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,833e7c39-16c9-492f-a342-218ca34091b9,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-176,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,8ca968cd-085f-4ed9-a02e-90b26d1f329a,2025-06-18 21:45:00,2025-06-19 00:30:00,"Smuggling & Excise Violations reported at Hubli Traffic Island, Dharwad","temple crowd chain snatching, getaway bike, gold targeting, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",open,critical,16,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,83863ac9-745a-44e3-9c03-9e975872e3b6,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-298,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,16f21049-399e-4ccc-bbb9-a42983811b9c,2026-06-20 03:55:00,2026-06-20 08:35:00,"Smuggling & Excise Violations reported at Harbor Gate A, Dakshina Kannada","fake identity documents, vehicle reconnaissance, warehouse hideout used",investigating,low,65,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,839e055f-ed6d-4aca-998f-9faff861318c,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-140,537eee7f-7c4d-415e-b9be-792c02658f23,b3cbd8d6-4a2b-412c-aa14-22d9f749ee8f,2025-03-03 19:45:00,2025-03-03 22:40:00,"Property Disputes reported at Gauribidanur Cross, Chikkaballapura","land document forgery, witness intimidation, fake power of attorney",open,critical,17,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,84ba8e8c-cb5b-4a19-bc72-4e1ea49d6c2e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-019,537eee7f-7c4d-415e-b9be-792c02658f23,e64fc5b2-4ce1-4c28-b5c3-8a24843777c5,2024-03-05 17:55:00,2024-03-05 22:10:00,"Property Disputes reported at Betageri Cross, Gadag","interstate transit, concealed false compartment, synthetic MDMA, dead drop",appealed,critical,22,b19d0b00-458c-4d08-b530-342a4d4f368b,demo,,,,84f79fe6-54f7-4ff0-baef-5488318d562e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-138,7da8b3f7-e772-4580-b901-3beb7e65454c,a78860ab-f799-443b-8a88-1698ef2a4c5c,2025-02-27 13:00:00,2025-02-27 14:25:00,"Cyber Crime & Online Fraud reported at Gundlupet Junction, Chamarajanagar","fake customer care portal, OTP interception, remote access app",closed,medium,100,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,demo,,,,8517a5db-ec0f-4044-8b16-ae050c06c213,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-013,b832740f-0285-496a-8ae7-c0ba3fce708b,dad870c6-c84b-4236-96b9-96b945aef839,2024-02-17 22:10:00,2024-02-18 01:25:00,"Narcotics Smuggling Services reported at Yellapur Junction, Uttara Kannada","coordinated group activity, night operation",open,high,25,8e38105b-15a3-48cb-8fe4-88a34542ccfa,demo,,,,853c974f-c0ff-4a7f-88b3-da03a02c4207,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-001,7da8b3f7-e772-4580-b901-3beb7e65454c,d4bbaa84-6a09-47e5-a52d-738e27f8db20,2024-01-14 11:05:00,2024-01-14 13:45:00,"Cyber Crime & Online Fraud reported at Bellary City Center, Ballari","scooter reconnaissance, crowbar entry, night operation, cash targeting, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",open,critical,13,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,85480888-3872-402c-b20c-82cfb9837fde,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-110,1b770b27-4234-44c6-836f-811c4b1b0dca,eadefec7-c66a-4a79-a719-3e5c4741de09,2024-12-05 00:05:00,2024-12-05 02:45:00,"Illegal Mining Violations reported at Chitradurga Fort Area, Chitradurga","warehouse hideout used, modified vehicle plates",appealed,medium,82,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,85edf476-0108-48c7-bcb4-88c7d0304f4b,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-051,7da8b3f7-e772-4580-b901-3beb7e65454c,304c385e-8058-4cac-afa7-ad6cf9798c15,2024-06-12 15:10:00,2024-06-12 18:50:00,"Cyber Crime & Online Fraud reported at Chikkaballapura Town, Chikkaballapura","coordinated group activity, warehouse hideout used, electronic surveillance evasion, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",open,critical,44,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,86161a59-57eb-4644-9bd0-1e5472e9177e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-215,e8dd85a6-421f-452c-811a-c3bed4e9a18b,03b9d756-8425-4ffb-b5a2-04eb70a3d54d,2025-10-17 01:50:00,2025-10-17 05:20:00,"Theft & Burglaries reported at Channapatna Bus Stand, Ramanagara","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",open,high,50,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,867c4a68-08ca-4301-89ac-97e87ea54e1a,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-270,53249216-9af1-450e-b498-547d83a6ba26,088c09b4-a045-45b9-80b7-a9c61158ce49,2026-03-30 16:00:00,2026-03-30 17:25:00,"Assault reported at Ramanagara Town Center, Ramanagara","interstate transit, concealed false compartment, synthetic MDMA, dead drop",unsolved,medium,60,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,87306f68-eeb5-4bdc-80bd-c1c335ffa5d4,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-031,b832740f-0285-496a-8ae7-c0ba3fce708b,e1cb5409-f69e-45e2-b587-aed5764741bd,2024-04-09 03:35:00,2024-04-09 07:45:00,"Narcotics Smuggling Services reported at Ballari Mines Sector B, Ballari","vehicle reconnaissance, cash-only transactions, crowbar lock bypass",open,low,24,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,886fe6b7-2b1f-46ff-8886-ce82f0b0b667,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-094,b832740f-0285-496a-8ae7-c0ba3fce708b,8fed2fe8-53a5-43e6-a4f8-64dc40e0e239,2024-10-19 21:25:00,2024-10-19 23:50:00,"Narcotics Smuggling Services reported at Gadag Town Center, Gadag","highway cargo truck hijacking, driver assault, remote warehouse offload",open,medium,36,b19d0b00-458c-4d08-b530-342a4d4f368b,demo,,,,88a3aa18-c4e3-4421-b40c-6cada51abdd5,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-HSN-002,7da8b3f7-e772-4580-b901-3beb7e65454c,3388760d-ac61-45c4-bb24-2bca38f6d13e,2026-08-19 16:15:00,2026-08-19 21:05:00,"Cyber Crime & Online Fraud reported at Arsikere Town Road, Hassan",fake customer care scam targeting farmers,open,medium,20,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,demo,,,,8900e353-d4dd-4b14-9d4b-ac36327f8af7,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-128,1b770b27-4234-44c6-836f-811c4b1b0dca,4e91e45a-2b03-406d-808b-cf92fa79f91d,2025-01-26 04:55:00,2025-01-26 09:45:00,"Illegal Mining Violations reported at Bangarapet Station Road, Kolar","fake customer care portal, OTP interception, remote access app",investigating,high,58,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,89411188-e3ec-4273-9021-6c4c8d8fd456,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-232,7da8b3f7-e772-4580-b901-3beb7e65454c,0981e5d1-2018-463a-8b8a-1e5fdcf2506b,2025-12-04 16:00:00,2025-12-04 17:30:00,"Cyber Crime & Online Fraud reported at Tumkuru Industrial Road, Tumkuru","land document forgery, witness intimidation, fake power of attorney",open,medium,50,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,895591a2-c075-4faf-8c77-9b6769eb3ed4,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-165,b832740f-0285-496a-8ae7-c0ba3fce708b,60a1ce7d-e7ff-4d1b-8b91-39b289f3bfa9,2025-05-18 03:55:00,2025-05-18 08:25:00,"Narcotics Smuggling Services reported at Shimoga City Center, Shimoga","warehouse hideout used, night operation",closed,critical,100,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,demo,,,,89d60a18-d531-4bc7-9fc6-1604cb50e586,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-228,e8dd85a6-421f-452c-811a-c3bed4e9a18b,ee3d6a63-af53-4c1c-b088-c69307792f39,2025-11-22 23:25:00,2025-11-23 02:10:00,"Theft & Burglaries reported at Gulbarga University Road, Kalaburagi","fake customer care portal, OTP interception, remote access app",unsolved,critical,28,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,8a2c9fcc-d6a2-4cc4-87ac-031e622db58d,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-041,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,d4a7d6da-b132-4b42-a3fd-2a3d537a912f,2024-05-09 03:55:00,2024-05-09 08:45:00,"Smuggling & Excise Violations reported at Harpanahalli Junction, Davanagere",fake identity documents,investigating,high,55,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,demo,,,,8a6403ce-54d2-4fa3-9914-3ac9902cb92b,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-082,537eee7f-7c4d-415e-b9be-792c02658f23,088c09b4-a045-45b9-80b7-a9c61158ce49,2024-09-13 08:20:00,2024-09-13 09:40:00,"Property Disputes reported at Ramanagara Town Center, Ramanagara","modified vehicle plates, cash-only transactions, warehouse hideout used",investigating,high,84,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,8b69f6f9-d0f8-4baa-8b11-f7c34519a4eb,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-181,7da8b3f7-e772-4580-b901-3beb7e65454c,088c09b4-a045-45b9-80b7-a9c61158ce49,2025-07-05 17:05:00,2025-07-05 19:30:00,"Cyber Crime & Online Fraud reported at Ramanagara Town Center, Ramanagara","highway cargo truck hijacking, driver assault, remote warehouse offload",appealed,medium,40,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,8c3af1c1-b5f0-4cda-974e-5fd2af961094,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-163,1b770b27-4234-44c6-836f-811c4b1b0dca,7eb21de1-5854-4fe8-aa0b-1ec6865450bd,2025-05-11 03:20:00,2025-05-11 04:20:00,"Illegal Mining Violations reported at Vani Vilas Mohalla, Mysuru","scooter reconnaissance, crowbar entry, night operation, cash targeting",closed,medium,100,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,8cf71d0e-5390-408c-afc0-d35b0f916f03,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-129,1b770b27-4234-44c6-836f-811c4b1b0dca,135c6677-bd43-49e4-a2e3-7cff53d3bbd2,2025-01-31 03:20:00,2025-01-31 05:05:00,"Illegal Mining Violations reported at Raichur Town Center, Raichur",electronic surveillance evasion,investigating,medium,64,4c15aede-a2ad-4322-bb3e-1264d9593b53,demo,,,,8cfd7fb0-19e8-4d5a-b3f8-2a5841aaac64,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-134,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,5746881f-84f3-4219-92fb-0ed29d4d8936,2025-02-14 03:35:00,2025-02-14 08:10:00,"Smuggling & Excise Violations reported at Mysuru-Mandya Highway, Mandya","fake customer care portal, OTP interception, remote access app",open,low,20,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,8d8effd6-7045-4ee8-989c-036db6be4ea3,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-080,7da8b3f7-e772-4580-b901-3beb7e65454c,8cc97cfd-82fe-492f-b5e9-b66d17ce4a58,2024-09-04 15:40:00,2024-09-04 16:50:00,"Cyber Crime & Online Fraud reported at Hiriyur Junction, Chitradurga","scooter reconnaissance, crowbar entry, night operation, cash targeting",appealed,high,58,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,8db6093c-0848-4823-bb9b-e3d44f844f55,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-MYS-002,e8dd85a6-421f-452c-811a-c3bed4e9a18b,f08b6675-bdea-4824-ab7b-02bc87e80982,2026-08-11 01:10:00,2026-08-11 05:00:00,"Theft & Burglaries reported at Devaraja Market Zone, Mysuru","repeat balcony entry, jewellery targeting",closed,medium,100,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,8ef3f28f-fb5b-40ac-9f29-df82186fb78c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-034,7da8b3f7-e772-4580-b901-3beb7e65454c,39c5202a-873d-4ce4-b993-90e8e720913a,2024-04-21 15:40:00,2024-04-21 16:45:00,"Cyber Crime & Online Fraud reported at Jayanagar 4th Block, Bengaluru Urban","cash-only transactions, night operation, vehicle reconnaissance",investigating,medium,57,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,902976d5-0f45-4a8a-b385-8d6c94df2888,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-025,1b770b27-4234-44c6-836f-811c4b1b0dca,088c09b4-a045-45b9-80b7-a9c61158ce49,2024-03-22 04:55:00,2024-03-22 09:45:00,"Illegal Mining Violations reported at Ramanagara Town Center, Ramanagara","warehouse hideout used, cash-only transactions",open,critical,50,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,91e0ce1c-7cc9-450f-b188-3a892e9640fc,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-002,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,10bd2f3d-caec-4202-8ed8-5efd2c067854,2024-01-17 23:35:00,2024-01-18 03:55:00,"Smuggling & Excise Violations reported at Kolar Gold Fields Road, Kolar","modified vehicle plates, coordinated group activity, warehouse hideout used",closed,high,100,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,934f2bc5-1911-4678-9619-563d30dc484e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-177,7da8b3f7-e772-4580-b901-3beb7e65454c,5746881f-84f3-4219-92fb-0ed29d4d8936,2025-06-25 17:05:00,2025-06-25 19:55:00,"Cyber Crime & Online Fraud reported at Mysuru-Mandya Highway, Mandya","crowbar lock bypass, warehouse hideout used, fake identity documents",closed,high,100,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,93bb26e2-3115-4ba0-a6db-d494f415fe04,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-294,019ae936-623e-4279-8981-d5b369e400f3,d9061461-6426-4fd4-861a-d5528957c9c3,2026-06-11 19:15:00,2026-06-11 23:40:00,"Domestic Violence reported at Vijayapura Fort Area, Vijayapura","temple crowd chain snatching, getaway bike, gold targeting",investigating,critical,80,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,948c25b6-2d40-4a3d-9ab7-1d3ddebc22b1,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-258,e8dd85a6-421f-452c-811a-c3bed4e9a18b,eadefec7-c66a-4a79-a719-3e5c4741de09,2026-02-19 00:25:00,2026-02-19 02:35:00,"Theft & Burglaries reported at Chitradurga Fort Area, Chitradurga","fake customer care portal, OTP interception, remote access app",appealed,high,40,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,95b25f75-3901-42ab-aeae-f905b4dd51f7,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-255,019ae936-623e-4279-8981-d5b369e400f3,1b75697a-1226-432a-aaff-763cc0bee9d2,2026-02-10 19:50:00,2026-02-10 23:10:00,"Domestic Violence reported at Madikeri Town Center, Kodagu","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",closed,critical,100,e44eac9d-cdbe-4431-b175-c6dd48feca28,demo,,,,968a492b-8c08-484b-be53-e245f0d54f04,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-278,537eee7f-7c4d-415e-b9be-792c02658f23,9886a1e3-8a71-4d49-aad5-bbfe6e8c7a98,2026-04-21 08:40:00,2026-04-21 10:20:00,"Property Disputes reported at Haveri Bus Stand Area, Haveri","coordinated group activity, crowbar lock bypass, night operation",open,medium,29,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,demo,,,,96943fd5-c225-4eb9-9487-64ecc9b83be2,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-BLR-002,b832740f-0285-496a-8ae7-c0ba3fce708b,d4bbaa84-6a09-47e5-a52d-738e27f8db20,2026-08-19 20:20:00,2026-08-19 22:10:00,"Narcotics Smuggling Services reported at Bellary City Center, Ballari",pharmaceutical drug diversion ring,open,high,35,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,96d54f82-4425-479b-8238-3048ef0e0c42,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-117,b832740f-0285-496a-8ae7-c0ba3fce708b,4e91e45a-2b03-406d-808b-cf92fa79f91d,2024-12-25 21:25:00,2024-12-26 00:20:00,"Narcotics Smuggling Services reported at Bangarapet Station Road, Kolar","fake customer care portal, OTP interception, remote access app",open,medium,21,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,970780ec-3992-456c-b1c5-06b12b5a0a1e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-CMR-002,537eee7f-7c4d-415e-b9be-792c02658f23,a78860ab-f799-443b-8a88-1698ef2a4c5c,2026-08-05 15:35:00,2026-08-05 19:40:00,"Property Disputes reported at Gundlupet Junction, Chamarajanagar","encroachment of SC/ST land, forged title",investigating,medium,40,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,demo,,,,986c244c-4d59-457a-aa8b-a18f4738ff7e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-182,53249216-9af1-450e-b498-547d83a6ba26,42d2be64-dfc5-47d2-afd1-a3dcde829269,2025-07-06 10:00:00,2025-07-06 11:50:00,"Assault reported at Yadagir Town Center, Yadagir","fake customer care portal, OTP interception, remote access app",appealed,medium,57,27fea9ae-f398-4c45-a286-94af0bd08807,demo,,,,98c9d1f0-6abb-4bcb-b938-43dffd403871,2026-08-29 12:45:08,2026-08-29 12:45:08
